"Name","MemberType","Electorate","State","Party","Category","SubCategory","Period","Date From","Date To","Location","Details","Nights","Rate","Amount","Date"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Freight costs 8 Feb 17","","","500.00","08-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 14 Feb 17","","","8.00","14-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","From 1 January 2017","","","","Water refills 28 Feb 17","","","16.00","28-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Water refills 2 Nov 16","","","8.00","02-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Water refills 15 Nov 16","","","8.00","15-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 24 Nov to 23 Dec 16","","","3.00","23-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 24 Nov to 23 Dec 16","","","133.04","23-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Water refills 28 Nov 16","","","8.00","28-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Nov to 27 Dec 16","","","6.68","27-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Nov to 27 Dec 16","","","87.32","27-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Office requisites and stationery 1 Dec to 31 Dec 16","","","331.05","31-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Flags 1 Dec to 31 Dec 16","","","1,475.06","31-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Water refills 6 Dec 16","","","8.00","06-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","Water refills 13 Dec 16","","","8.00","13-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 24 Dec 16 to 23 Jan 17","","","105.33","24-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 24 Dec 16 to 23 Jan 17","","","2.48","24-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Colour copy charge 28 Dec 16 to 27 Jan 17","","","67.77","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Office Consumables and Services","Before 1 January 2017","","","","MFD Monochrome copy charge 28 Dec 16 to 27 Jan 17","","","7.02","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 1 Jan 17","","","136.36","01-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","5,000 Personalised letterhead stationery 17 Jan 17","","","658.73","17-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","90 Printed items 27 Jan 17","","","163.64","27-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","2 Printed items 15 Feb 17","","","474.55","15-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 23 Feb 17","","","200.00","23-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","From 1 January 2017","","","","1 Printed item 22 Mar 17","","","196.36","22-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 20 Jun 16","","","494.51","20-Jun-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 20 Jun 16","","","989.02","20-Jun-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-services 9 Jul 16","","","681.57","09-Jul-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-services 9 Aug 16","","","645.79","09-Aug-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-services 9 Sep 16","","","675.60","09-Sep-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-services 9 Oct 16","","","674.08","09-Oct-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-services 9 Nov 16","","","698.24","09-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 30 Nov 16","","","31.80","30-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 30 Nov 16","","","495.00","30-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution 1 Dec to 31 Dec 16","","","1,818.18","31-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Distribution credit 1 Dec to 31 Dec 16","","","-45.45","31-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","Web-services 9 Dec 16","","","5,029.53","09-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 14 Dec 16","","","263.64","14-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 14 Dec 16","","","210.91","14-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 21 Dec 16","","","109.09","21-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 21 Dec 16","","","127.27","21-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 21 Dec 16","","","181.82","21-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 21 Dec 16","","","206.25","21-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 21 Dec 16","","","206.25","21-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 21 Dec 16","","","206.25","21-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Printing and Communications","Before 1 January 2017","","","","1 Printed item 21 Dec 16","","","412.50","21-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","22 The Border Mail 1 Jan to 31 Jan 17","","","30.00","31-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","Administrative fees 1 Jan to 31 Jan 17","","","6.00","31-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","26 Corryong Courier 1 Jan to Jun 17","","","50.45","01-Jan-1900"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","1 Inside Canberra (digital) 1 Jan to 31 Dec 17","","","90.91","31-Dec-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","26 Corryong Courier 1 Jan to 30 Jun 17","","","50.45","30-Jun-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 Benalla Ensign 6 Jan to 28 Jan 17","","","3.82","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","2 Yarrawonga Chronicle 6 Jan to 28 Jan 17","","","2.73","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","16 The Border Mail 6 Jan to 28 Jan 17","","","21.82","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","16 The Australian 6 Jan to 28 Jan 17","","","39.27","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","16 The Age 6 Jan to 28 Jan 17","","","40.73","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","16 Herald Sun 6 Jan to 28 Jan 17","","","21.82","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","15 The Australian Financial Review 6 Jan to 28 Jan 17","","","54.55","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 The Ovens and Murray Advertiser 6 Jan to 28 Jan 17","","","2.73","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 Bright Observer 6 Jan to 28 Jan 17","","","3.55","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","Administrative fees 6 Jan to 28 Jan 17","","","15.86","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","6 Wangaratta Chronicle 6 Jan to 28 Jan 17","","","6.00","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 The Weekly Times 6 Jan to 28 Jan 17","","","7.64","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Wangaratta Chronicle 6 Jan to 28 Jan 17","","","4.73","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Border Mail 6 Jan to 28 Jan 17","","","7.27","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 Corowa Free Press 6 Jan to 28 Jan 17","","","4.09","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 Myrtleford Times 6 Jan to 28 Jan 17","","","3.55","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 The Mansfield Courier 6 Jan to 28 Jan 17","","","3.27","28-Jan-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","20 The Australian Financial Review 30 Jan to 25 Feb 17","","","72.73","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Yarrawonga Chronicle 30 Jan to 25 Feb 17","","","5.45","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Weekly Times 30 Jan to 25 Feb 17","","","10.18","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Ovens and Murray Advertiser 30 Jan to 25 Feb 17","","","3.64","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Mansfield Courier 30 Jan to 25 Feb 17","","","4.36","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 The Border Mail (Sat) 30 Jan to 25 Feb 17","","","7.27","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Myrtleford Times 30 Jan to 25 Feb 17","","","4.73","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Corowa Free Press 30 Jan to 25 Feb 17","","","5.45","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Bright Observer 30 Jan to 25 Feb 17","","","4.73","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","20 The Border Mail 30 Jan to 25 Feb 17","","","27.27","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","20 The Age 30 Jan to 25 Feb 17","","","50.91","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","20 Herald Sun 30 Jan to 25 Feb 17","","","27.27","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","10 The Australian 30 Jan to 25 Feb 17","","","24.55","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","10 The Australian 30 Jan to 25 Feb 17","","","27.27","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","8 Wangaratta Chronicle 30 Jan to 25 Feb 17","","","8.00","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","Administrative fees 30 Jan to 25 Feb 17","","","19.09","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Benalla Ensign 30 Jan to 25 Feb 17","","","5.09","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","4 Wangaratta Chronicle 30 Jan to 25 Feb 17","","","4.73","25-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","20 The Border Mail 1 Feb to 28 Feb 17","","","27.27","28-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","Administrative fees 1 Feb to 28 Feb 17","","","5.45","28-Feb-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","11 The Age 6 Feb to 5 Mar 17","","","40.00","05-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","8 The Australian 6 Feb to 5 Mar 17","","","21.82","05-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","3 The Australian 6 Feb to 5 Mar 17","","","7.36","05-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","6 The Border Mail (Sat) 14 Feb to 31 Mar 17","","","10.91","31-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","From 1 January 2017","","","","34 The Border Mail 14 Feb to 31 Mar 17","","","46.36","31-Mar-2017"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","26 The Weekly Times 6 Jul to 28 Dec 16","","","51.82","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","8 Wangaratta Chronicle 7 Nov to 3 Dec 16","","","8.00","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Wangaratta Chronicle 7 Nov to 3 Dec 16","","","4.73","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Weekly Times 7 Nov to 3 Dec 16","","","10.18","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Ovens and Murray Advertiser 7 Nov to 3 Dec 16","","","3.64","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Mansfield Courier 7 Nov to 3 Dec 16","","","4.36","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Border Mail 7 Nov to 3 Dec 16","","","7.27","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 7 Nov to 3 Dec 16","","","19.09","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Bright Observer 7 Nov to 3 Dec 16","","","4.73","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 The Border Mail 7 Nov to 3 Dec 16","","","27.27","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 The Australian Financial Review 7 Nov to 3 Dec 16","","","72.73","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 The Australian 7 Nov to 3 Dec 16","","","49.09","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 The Age 7 Nov to 3 Dec 16","","","50.91","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","20 Herald Sun 7 Nov to 3 Dec 16","","","27.27","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Corowa Free Press 7 Nov to 3 Dec 16","","","5.45","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Myrtleford Times 7 Nov to 3 Dec 16","","","4.73","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Benalla Ensign 7 Nov to 3 Dec 16","","","5.09","03-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Age 28 Nov 16 to 1 Jan 17","","","14.55","28-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Australian 28 Nov 16 to 1 Jan 17","","","9.82","28-Nov-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 1 Dec to 31 Dec 16","","","6.00","31-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","22 The Border Mail 1 Dec to 31 Dec 16","","","30.00","31-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Corowa Free Press 5 Dec to 28 Dec 16","","","5.45","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","15 The Australian Financial Review 5 Dec to 28 Dec 16","","","54.55","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","Administrative fees 5 Dec to 28 Dec 16","","","18.36","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Myrtleford Times 5 Dec to 28 Dec 16","","","4.73","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 The Weekly Times 5 Dec to 28 Dec 16","","","10.18","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Bright Observer 5 Dec to 28 Dec 16","","","4.73","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","4 Benalla Ensign 5 Dec to 28 Dec 16","","","5.09","28-Dec-2016"
"Cathy McGowan","Representative","Indi","Victoria","Independent","Office Administrative Costs","Publications","Before 1 January 2017","","","","3 Wangaratta Chronicle 5 Dec to 28 Dec 16","","","3.55","28-Dec-2016"
